Respondent,OpenSource,Hobby,ConvertedSalary,CommunicationTools,LanguageWorkedWith,OperatingSystem,CompanySize,Country
Respondente_8442,No,Yes,133459.19999999998,Slack,CoffeeScript,Linux-based,10 to 19 employees,Chile
Respondente_8443,Yes,Yes,326704.0,Confluence,Java,MacOS,20 to 99 employees,United Kingdom
Respondente_8444,No,Yes,0.0,nan,C++,Windows,"10,000 or more employees",United Kingdom
Respondente_8445,Yes,Yes,1007999.9999999999,Confluence,C#,MacOS,100 to 499 employees,United States
Respondente_8446,No,Yes,0.0,nan,nan,,10 to 19 employees,Spain
Respondente_8447,Yes,No,2467315.1999999997,Other wiki tool ,Java,Windows,100 to 499 employees,Italy
Respondente_8448,Yes,No,280000.0,Facebook,JavaScript,MacOS,,United States
Respondente_8449,No,Yes,155702.4,Office / productivity suite ,JavaScript,Windows,500 to 999 employees,Czech Republic
Respondente_8450,Yes,Yes,0.0,Confluence,C#,Windows,"10,000 or more employees",United States
Respondente_8451,Yes,Yes,526400.0,Office / productivity suite ,C#,MacOS,"5,000 to 9,999 employees",United States
Respondente_8452,No,Yes,0.0,HipChat,nan,,100 to 499 employees,India
Respondente_8453,No,No,0.0,nan,C,Windows,,South Korea
Respondente_8454,Yes,No,1400000.0,Confluence,Groovy,Windows,,United States
Respondente_8455,No,Yes,308000.0,Slack,CoffeeScript,Linux-based,20 to 99 employees,United States
Respondente_8456,No,Yes,386400.0,Confluence,Assembly,Windows,"10,000 or more employees",United States
Respondente_8457,No,No,0.0,Confluence,C,Windows,10 to 19 employees,United States
Respondente_8458,Yes,Yes,4107129.5999999996,Slack,JavaScript,MacOS,20 to 99 employees,United Kingdom
Respondente_8459,Yes,Yes,270552.8,Slack,C#,MacOS,100 to 499 employees,Canada
Respondente_8460,Yes,No,280000.0,nan,Java,Linux-based,,United States
Respondente_8461,Yes,Yes,423936.8,Confluence,C#,MacOS,"5,000 to 9,999 employees",United Kingdom
Respondente_8462,No,Yes,621600.0,Confluence,Java,MacOS,"10,000 or more employees",United States
Respondente_8463,Yes,Yes,700000.0,Facebook,nan,,"10,000 or more employees",United States
Respondente_8464,No,Yes,541094.4,Google Hangouts/Chat,C#,Windows,"10,000 or more employees",Canada
Respondente_8465,No,Yes,225461.59999999998,Confluence,C#,Linux-based,20 to 99 employees,Canada
Respondente_8466,No,Yes,403200.0,Confluence,C#,Windows,500 to 999 employees,United States
Respondente_8467,No,Yes,229599.99999999997,Slack,CoffeeScript,MacOS,20 to 99 employees,United States
Respondente_8468,Yes,Yes,492637.6,Slack,F#,MacOS,,Australia
Respondente_8469,No,Yes,728000.0,Jira,JavaScript,MacOS,"5,000 to 9,999 employees",United States
Respondente_8470,No,No,347200.0,Jira,JavaScript,MacOS,20 to 99 employees,United States
Respondente_8471,Yes,No,342686.39999999997,Facebook,C,MacOS,100 to 499 employees,Italy
Respondente_8472,Yes,Yes,420000.0,Google Hangouts/Chat,C#,Linux-based,20 to 99 employees,United States
Respondente_8473,No,Yes,145219.19999999998,nan,JavaScript,Linux-based,10 to 19 employees,Japan
Respondente_8474,Yes,Yes,0.0,Office / productivity suite ,Objective-C,MacOS,100 to 499 employees,India
Respondente_8475,Yes,Yes,0.0,nan,Assembly,Linux-based,10 to 19 employees,Denmark
Respondente_8476,Yes,No,197366.4,Jira,Java,MacOS,"10,000 or more employees",Netherlands
Respondente_8477,Yes,Yes,0.0,nan,nan,,,Netherlands
Respondente_8478,No,Yes,0.0,nan,C,Windows,"1,000 to 4,999 employees",India
Respondente_8479,Yes,Yes,0.0,Other wiki tool ,Assembly,MacOS,,India
Respondente_8480,No,Yes,0.0,nan,nan,,20 to 99 employees,India
Respondente_8481,No,Yes,260439.19999999998,Office / productivity suite ,Java,Windows,"5,000 to 9,999 employees",France
Respondente_8482,No,Yes,329011.19999999995,Confluence,C#,Windows,,Romania
Respondente_8483,No,Yes,370098.39999999997,Office / productivity suite ,Assembly,Windows,100 to 499 employees,Germany
Respondente_8484,Yes,No,329011.19999999995,Confluence,Assembly,Linux-based,20 to 99 employees,Spain
Respondente_8485,Yes,Yes,475999.99999999994,Google Hangouts/Chat,C++,Linux-based,"1,000 to 4,999 employees",United States
Respondente_8486,No,Yes,560000.0,Office / productivity suite ,C#,Windows,10 to 19 employees,United States
Respondente_8487,Yes,Yes,80640.0,Confluence,C#,Linux-based,20 to 99 employees,Argentina
Respondente_8488,No,Yes,222745.59999999998,Facebook,C#,MacOS,Fewer than 10 employees,Germany
Respondente_8489,No,No,94684.79999999999,Confluence,C++,Windows,"1,000 to 4,999 employees",India
Respondente_8490,No,No,0.0,Facebook,C#,Windows,"10,000 or more employees",Bulgaria
Respondente_8491,Yes,Yes,100816.79999999999,Office / productivity suite ,C#,Windows,"1,000 to 4,999 employees",India
Respondente_8492,No,No,9408000.0,Google Hangouts/Chat,Go,,20 to 99 employees,United States
Respondente_8493,No,No,139843.19999999998,Google Hangouts/Chat,Java,Windows,Fewer than 10 employees,Spain
Respondente_8494,Yes,Yes,0.0,Office / productivity suite ,C#,Windows,20 to 99 employees,Bangladesh
Respondente_8495,No,Yes,10617.599999999999,Facebook,PHP,Windows,,Philippines
Respondente_8496,No,Yes,392000.0,Google Hangouts/Chat,C,Windows,20 to 99 employees,United States
Respondente_8497,No,No,2800291.1999999997,Facebook,JavaScript,Windows,Fewer than 10 employees,United Kingdom
Respondente_8498,No,Yes,361872.0,Jira,JavaScript,MacOS,20 to 99 employees,Netherlands
Respondente_8499,No,No,560000.0,Slack,CoffeeScript,,Fewer than 10 employees,United States
Respondente_8500,Yes,Yes,125663.99999999999,nan,C,MacOS,100 to 499 employees,China
Respondente_8501,Yes,Yes,4934697.6,Google Hangouts/Chat,C,MacOS,20 to 99 employees,Germany
Respondente_8502,No,No,0.0,nan,Delphi/Object Pascal,Windows,20 to 99 employees,Turkey
Respondente_8503,No,Yes,0.0,Slack,C,Windows,"10,000 or more employees",Germany
Respondente_8504,No,No,129964.79999999999,nan,C#,Windows,"1,000 to 4,999 employees",Turkey
Respondente_8505,No,Yes,125327.99999999999,Slack,JavaScript,MacOS,,Indonesia
Respondente_8506,No,Yes,82252.79999999999,Jira,C++,Windows,,Lithuania
Respondente_8507,Yes,Yes,251518.4,Office / productivity suite ,JavaScript,MacOS,Fewer than 10 employees,Sweden
Respondente_8508,No,Yes,0.0,nan,Assembly,,,Pakistan
Respondente_8509,Yes,Yes,182795.19999999998,Slack,JavaScript,MacOS,10 to 19 employees,United Kingdom
Respondente_8510,No,Yes,5600000.0,Jira,C,MacOS,20 to 99 employees,New Zealand
Respondente_8511,Yes,Yes,532000.0,Slack,C#,Windows,Fewer than 10 employees,United States
Respondente_8512,Yes,Yes,0.0,nan,nan,,,China
Respondente_8513,Yes,No,7862.4,Stack Overflow Enterprise,C++,Windows,10 to 19 employees,Georgia
Respondente_8514,Yes,Yes,0.0,nan,C,Windows,,India
Respondente_8515,No,No,94348.79999999999,Google Hangouts/Chat,Objective-C,MacOS,"1,000 to 4,999 employees",Brazil
Respondente_8516,Yes,Yes,1007999.9999999999,Confluence,Assembly,MacOS,500 to 999 employees,United States
Respondente_8517,Yes,Yes,680170.3999999999,Confluence,Assembly,Linux-based,"10,000 or more employees",South Korea
Respondente_8518,Yes,Yes,589814.3999999999,Confluence,C++,MacOS,20 to 99 employees,Israel
Respondente_8519,Yes,Yes,171343.19999999998,nan,C#,Windows,100 to 499 employees,Italy
Respondente_8520,Yes,Yes,303632.0,Slack,C++,MacOS,"1,000 to 4,999 employees",Switzerland
Respondente_8521,No,Yes,0.0,nan,nan,,,United States
Respondente_8522,Yes,No,239881.59999999998,Slack,C#,Linux-based,"10,000 or more employees",Spain
Respondente_8523,No,Yes,0.0,Google Hangouts/Chat,C,MacOS,100 to 499 employees,Bosnia and Herzegovina
Respondente_8524,Yes,Yes,0.0,nan,nan,,"1,000 to 4,999 employees",Indonesia
Respondente_8525,Yes,Yes,21168.0,Facebook,C,MacOS,100 to 499 employees,Japan
Respondente_8526,No,No,836080.0,Confluence,C#,Windows,,United Kingdom
Respondente_8527,Yes,Yes,43831.2,Stack Overflow Enterprise,C,Windows,100 to 499 employees,India
Respondente_8528,Yes,Yes,801197.6,Jira,C#,Windows,"10,000 or more employees",United Kingdom
Respondente_8529,Yes,Yes,439488.0,Slack,C,MacOS,,South Korea
Respondente_8530,Yes,Yes,280000.0,Google Hangouts/Chat,CoffeeScript,MacOS,100 to 499 employees,United States
Respondente_8531,Yes,Yes,672000.0,Facebook,C#,Windows,,United States
Respondente_8532,No,Yes,0.0,nan,Assembly,Windows,,Italy
Respondente_8533,No,Yes,56000.0,Other chat system ,JavaScript,Windows,10 to 19 employees,Ukraine
Respondente_8534,Yes,Yes,225461.59999999998,Office / productivity suite ,Java,Windows,100 to 499 employees,Canada
Respondente_8535,No,Yes,0.0,nan,JavaScript,Windows,"10,000 or more employees",India
Respondente_8536,No,No,0.0,nan,nan,,20 to 99 employees,Germany
Respondente_8537,No,Yes,0.0,nan,Assembly,Windows,,India
Respondente_8538,No,Yes,329011.19999999995,Facebook,Ruby,Linux-based,100 to 499 employees,Greece
Respondente_8539,No,Yes,596271.2,nan,C#,Windows,,Ireland
Respondente_8540,Yes,Yes,336000.0,Confluence,Python,Windows,"5,000 to 9,999 employees",United States
Respondente_8541,No,Yes,22400.0,nan,Java,MacOS,,United States
Respondente_8542,No,Yes,180969.59999999998,Confluence,Scala,MacOS,"1,000 to 4,999 employees",Latvia
Respondente_8543,Yes,Yes,320745.6,Jira,Java,Windows,100 to 499 employees,Germany
Respondente_8544,No,Yes,0.0,Office / productivity suite ,nan,,100 to 499 employees,Spain
Respondente_8545,No,No,411196.8,Slack,C#,Windows,10 to 19 employees,Netherlands
Respondente_8546,No,No,32928.0,Facebook,Java,MacOS,Fewer than 10 employees,Romania
Respondente_8547,Yes,Yes,0.0,nan,Assembly,Windows,,Kenya
Respondente_8548,Yes,Yes,806400.0,Google Hangouts/Chat,Haskell,Linux-based,20 to 99 employees,United States
Respondente_8549,Yes,Yes,246758.4,Facebook,Groovy,Windows,20 to 99 employees,Ukraine
Respondente_8550,Yes,Yes,868000.0,Google Hangouts/Chat,C,Linux-based,Fewer than 10 employees,United States
Respondente_8551,No,Yes,1860700.7999999998,Google Hangouts/Chat,Java,Windows,Fewer than 10 employees,South Africa
Respondente_8552,No,Yes,0.0,Office / productivity suite ,Java,Linux-based,100 to 499 employees,Maldives
Respondente_8553,No,No,750400.0,Confluence,Objective-C,,"1,000 to 4,999 employees",United States
Respondente_8554,Yes,Yes,0.0,nan,C,Windows,"5,000 to 9,999 employees",India
Respondente_8555,No,Yes,0.0,nan,JavaScript,MacOS,20 to 99 employees,Australia
Respondente_8556,No,Yes,453600.0,Office / productivity suite ,Go,MacOS,20 to 99 employees,United States
Respondente_8557,Yes,No,14044.8,Facebook,C#,MacOS,10 to 19 employees,Ukraine
Respondente_8558,Yes,Yes,0.0,nan,C++,Linux-based,Fewer than 10 employees,Georgia
Respondente_8559,Yes,Yes,700078.3999999999,Google Hangouts/Chat,Erlang,MacOS,20 to 99 employees,United Kingdom
Respondente_8560,Yes,Yes,0.0,nan,nan,,,
Respondente_8561,No,Yes,450917.6,Jira,JavaScript,MacOS,100 to 499 employees,Canada
Respondente_8562,No,No,0.0,Confluence,nan,,20 to 99 employees,India
Respondente_8563,Yes,Yes,0.0,nan,C#,Linux-based,,United Kingdom
Respondente_8564,Yes,No,0.0,Google Hangouts/Chat,C,Linux-based,20 to 99 employees,New Zealand
Respondente_8565,Yes,Yes,163352.0,Slack,C#,Windows,Fewer than 10 employees,United Kingdom
Respondente_8566,Yes,Yes,800800.0,Confluence,JavaScript,Linux-based,"10,000 or more employees",United States
Respondente_8567,Yes,Yes,308420.0,Confluence,Java,Linux-based,20 to 99 employees,Belgium
Respondente_8568,No,Yes,205609.59999999998,Confluence,Java,Linux-based,20 to 99 employees,Italy
Respondente_8569,No,Yes,194611.19999999998,Confluence,JavaScript,MacOS,,Czech Republic
Respondente_8570,No,Yes,631288.0,Facebook,C,Windows,20 to 99 employees,Canada
Respondente_8571,No,Yes,688800.0,Facebook,C,Windows,100 to 499 employees,United States
Respondente_8572,Yes,Yes,0.0,nan,C++,Linux-based,,Germany
Respondente_8573,No,Yes,0.0,nan,Java,Windows,,Germany
Respondente_8574,No,Yes,0.0,nan,nan,,,Mauritius
Respondente_8575,No,No,560000.0,Confluence,C,Windows,20 to 99 employees,United States
Respondente_8576,No,Yes,281702.39999999997,HipChat,JavaScript,Linux-based,Fewer than 10 employees,Poland
Respondente_8577,No,Yes,0.0,nan,PHP,Windows,"1,000 to 4,999 employees",United States
Respondente_8578,No,No,672000.0,Other chat system ,C++,Linux-based,20 to 99 employees,United States
Respondente_8579,No,Yes,0.0,nan,nan,,10 to 19 employees,United Kingdom
Respondente_8580,Yes,Yes,784000.0,Google Hangouts/Chat,Erlang,MacOS,20 to 99 employees,Botswana
Respondente_8581,Yes,Yes,142396.8,HipChat,nan,,20 to 99 employees,Argentina
Respondente_8582,No,No,80640.0,Google Hangouts/Chat,C#,Windows,Fewer than 10 employees,United States
Respondente_8583,Yes,No,0.0,nan,nan,,,Germany
Respondente_8584,Yes,Yes,470243.19999999995,Office / productivity suite ,C#,Windows,Fewer than 10 employees,Australia
Respondente_8585,No,Yes,0.0,nan,C,MacOS,,India
Respondente_8586,Yes,Yes,537420.7999999999,Slack,CoffeeScript,MacOS,20 to 99 employees,Australia
Respondente_8587,No,No,548296.0,Confluence,nan,,Fewer than 10 employees,Italy
Respondente_8588,No,Yes,239881.59999999998,Jira,Java,Windows,20 to 99 employees,France
Respondente_8589,Yes,Yes,122729.59999999999,Confluence,Java,MacOS,"10,000 or more employees",India
Respondente_8590,No,No,6720.0,Jira,Java,Windows,100 to 499 employees,"Iran, Islamic Republic of..."
Respondente_8591,No,Yes,335328.0,Jira,Assembly,MacOS,100 to 499 employees,Sweden
Respondente_8592,Yes,Yes,24192.0,Google Hangouts/Chat,C#,Windows,10 to 19 employees,India
Respondente_8593,No,Yes,0.0,Google Hangouts/Chat,Groovy,Windows,20 to 99 employees,United States
Respondente_8594,No,Yes,0.0,nan,C++,Windows,"1,000 to 4,999 employees",United Republic of Tanzania
Respondente_8595,No,Yes,263200.0,Confluence,JavaScript,MacOS,20 to 99 employees,United Kingdom
Respondente_8596,Yes,Yes,447848.8,Confluence,JavaScript,MacOS,100 to 499 employees,Australia
Respondente_8597,Yes,Yes,2352000.0,Slack,C,Windows,20 to 99 employees,United States
Respondente_8598,No,Yes,115107.99999999999,Office / productivity suite ,JavaScript,Windows,Fewer than 10 employees,South Korea
Respondente_8599,No,Yes,23049.6,Jira,Assembly,Linux-based,20 to 99 employees,Brazil
Respondente_8600,Yes,Yes,644000.0,Office / productivity suite ,C#,Windows,100 to 499 employees,United States
Respondente_8601,Yes,Yes,0.0,Facebook,C,Windows,,Bangladesh
Respondente_8602,Yes,Yes,49324.799999999996,Slack,JavaScript,Linux-based,,Netherlands
Respondente_8603,No,Yes,171343.19999999998,nan,C#,,,Spain
Respondente_8604,No,No,0.0,nan,C#,Windows,100 to 499 employees,Brazil
Respondente_8605,No,Yes,0.0,Jira,C,Windows,100 to 499 employees,Israel
Respondente_8606,Yes,Yes,0.0,Confluence,nan,,10 to 19 employees,Viet Nam
Respondente_8607,No,No,0.0,nan,nan,,,Philippines
Respondente_8608,No,Yes,0.0,nan,Java,Windows,"10,000 or more employees",United States
Respondente_8609,No,Yes,672000.0,Confluence,C++,Windows,500 to 999 employees,United States
Respondente_8610,Yes,Yes,0.0,nan,nan,,,India
Respondente_8611,Yes,Yes,369600.0,Slack,C#,MacOS,10 to 19 employees,United States
Respondente_8612,Yes,Yes,71299.2,Other chat system ,C++,Windows,Fewer than 10 employees,Russian Federation
Respondente_8613,Yes,Yes,411224.8,HipChat,JavaScript,MacOS,,Germany
Respondente_8614,No,Yes,209596.8,Google Hangouts/Chat,C#,Windows,10 to 19 employees,Brazil
Respondente_8615,Yes,Yes,3355564.8,Jira,JavaScript,MacOS,Fewer than 10 employees,Switzerland
Respondente_8616,Yes,Yes,180969.59999999998,Other chat system ,JavaScript,MacOS,Fewer than 10 employees,Germany
Respondente_8617,No,Yes,33600.0,Confluence,Assembly,Windows,20 to 99 employees,Sudan
Respondente_8618,Yes,Yes,171343.19999999998,Other chat system ,JavaScript,MacOS,10 to 19 employees,France
Respondente_8619,No,No,868000.0,Confluence,Java,MacOS,"1,000 to 4,999 employees",United States
Respondente_8620,No,Yes,0.0,nan,Assembly,Windows,,Denmark
Respondente_8621,Yes,Yes,0.0,Confluence,Groovy,MacOS,"1,000 to 4,999 employees",India
Respondente_8622,No,Yes,29433.6,Google Hangouts/Chat,Objective-C,MacOS,20 to 99 employees,India
Respondente_8623,No,Yes,292997.6,Confluence,C++,Windows,"10,000 or more employees",France
Respondente_8624,No,Yes,4760.0,nan,JavaScript,MacOS,Fewer than 10 employees,United Kingdom
Respondente_8625,Yes,Yes,335395.19999999995,Confluence,nan,,,Brazil
Respondente_8626,Yes,Yes,26275.199999999997,Trello,C,Linux-based,100 to 499 employees,India
Respondente_8627,No,Yes,32457.6,nan,C++,Windows,100 to 499 employees,Mexico
Respondente_8628,No,Yes,376952.8,Confluence,JavaScript,MacOS,10 to 19 employees,Spain
Respondente_8629,No,Yes,254351.99999999997,nan,C#,,"1,000 to 4,999 employees",Singapore
Respondente_8630,Yes,Yes,728000.0,Google Hangouts/Chat,C#,MacOS,100 to 499 employees,United States
Respondente_8631,Yes,Yes,0.0,nan,Assembly,Windows,,Belgium
Respondente_8632,Yes,Yes,405826.39999999997,Confluence,C#,Windows,"5,000 to 9,999 employees",Canada
Respondente_8633,No,Yes,526400.0,Office / productivity suite ,C,Windows,"10,000 or more employees",United States
Respondente_8634,Yes,Yes,420000.0,Slack,C++,MacOS,,United States
Respondente_8635,Yes,No,0.0,nan,JavaScript,Windows,Fewer than 10 employees,India
Respondente_8636,Yes,Yes,671776.0,Confluence,Clojure,MacOS,100 to 499 employees,Australia
Respondente_8637,Yes,No,0.0,Google Hangouts/Chat,C#,Windows,20 to 99 employees,Peru
Respondente_8638,No,Yes,205632.0,Confluence,C#,Windows,100 to 499 employees,Austria
Respondente_8639,No,Yes,0.0,nan,nan,,,Poland
Respondente_8640,No,Yes,0.0,nan,C,Windows,Fewer than 10 employees,United States
Respondente_8641,No,No,466054.39999999997,Office / productivity suite ,C,Windows,500 to 999 employees,Germany
Respondente_8642,Yes,Yes,85008.0,Confluence,C#,Windows,500 to 999 employees,Poland
Respondente_8643,No,Yes,0.0,nan,C#,MacOS,100 to 499 employees,Germany
Respondente_8644,Yes,Yes,30307.199999999997,nan,CoffeeScript,Linux-based,,Egypt
Respondente_8645,Yes,Yes,94886.4,Slack,C#,Windows,100 to 499 employees,Poland
Respondente_8646,No,Yes,0.0,nan,Assembly,Windows,,Canada
Respondente_8647,No,Yes,272249.6,Office / productivity suite ,C,Linux-based,100 to 499 employees,United Kingdom
Respondente_8648,No,Yes,287856.8,Office / productivity suite ,C#,Windows,"1,000 to 4,999 employees",Belgium
Respondente_8649,Yes,Yes,11200000.0,Google Hangouts/Chat,C,MacOS,"10,000 or more employees",United States
Respondente_8650,Yes,Yes,435926.39999999997,HipChat,Groovy,Linux-based,"10,000 or more employees",Belgium
Respondente_8651,No,Yes,318595.19999999995,Confluence,Groovy,MacOS,"1,000 to 4,999 employees",Sweden
Respondente_8652,Yes,Yes,560000.0,Other chat system ,Lua,MacOS,,United States
Respondente_8653,No,Yes,287856.8,Confluence,JavaScript,MacOS,100 to 499 employees,France
Respondente_8654,No,No,90451.2,Office / productivity suite ,Java,MacOS,20 to 99 employees,Greece
Respondente_8655,No,No,35683.2,nan,C,Windows,20 to 99 employees,Russian Federation
Respondente_8656,No,Yes,414400.0,Office / productivity suite ,C#,Windows,"10,000 or more employees",United States
Respondente_8657,Yes,Yes,411224.8,Jira,Java,Windows,"10,000 or more employees",Germany
Respondente_8658,Yes,Yes,291200.0,Confluence,JavaScript,MacOS,,United States
Respondente_8659,Yes,Yes,400943.19999999995,Office / productivity suite ,C++,Windows,20 to 99 employees,Germany
Respondente_8660,Yes,Yes,0.0,Slack,PHP,Windows,,Canada
Respondente_8661,No,Yes,0.0,Jira,Groovy,Linux-based,"1,000 to 4,999 employees",Germany
Respondente_8662,No,Yes,66192.0,Slack,JavaScript,Windows,10 to 19 employees,Poland
Respondente_8663,Yes,Yes,0.0,nan,Java,Windows,,Colombia
Respondente_8664,No,Yes,233357.59999999998,Slack,C#,Windows,100 to 499 employees,United Kingdom
Respondente_8665,Yes,Yes,148041.59999999998,Other chat system ,Java,Linux-based,Fewer than 10 employees,Germany
Respondente_8666,No,Yes,0.0,Slack,nan,Windows,10 to 19 employees,Spain
Respondente_8667,Yes,No,951999.9999999999,Confluence,Java,MacOS,100 to 499 employees,United States
Respondente_8668,No,No,226172.8,Office / productivity suite ,Java,MacOS,100 to 499 employees,Spain
Respondente_8669,No,No,295584.8,Slack,C++,Windows,20 to 99 employees,United Kingdom
Respondente_8670,Yes,Yes,1199402.4,Office / productivity suite ,C,Windows,"10,000 or more employees",Germany
Respondente_8671,Yes,Yes,88905.59999999999,Facebook,Assembly,Windows,"1,000 to 4,999 employees",Bangladesh
Respondente_8672,No,Yes,475999.99999999994,Slack,C#,MacOS,10 to 19 employees,United States
Respondente_8673,No,Yes,0.0,nan,nan,,,Russian Federation
Respondente_8674,Yes,Yes,0.0,nan,C++,Windows,Fewer than 10 employees,Spain
Respondente_8675,No,Yes,123244.79999999999,Jira,nan,Windows,100 to 499 employees,South Africa
Respondente_8676,Yes,Yes,0.0,nan,JavaScript,Windows,,Poland
Respondente_8677,No,No,320409.6,Office / productivity suite ,C++,Windows,10 to 19 employees,Turkey
Respondente_8678,No,Yes,0.0,nan,nan,,,Turkey
Respondente_8679,Yes,Yes,0.0,Jira,C#,MacOS,Fewer than 10 employees,Turkey
Respondente_8680,No,Yes,0.0,nan,Java,Windows,,United Kingdom
Respondente_8681,No,Yes,0.0,nan,nan,,20 to 99 employees,India
Respondente_8682,No,Yes,322123.19999999995,Jira,C,Windows,500 to 999 employees,Germany
Respondente_8683,No,Yes,543200.0,Office / productivity suite ,C#,Windows,10 to 19 employees,United States
Respondente_8684,Yes,Yes,534587.2,Confluence,Go,Linux-based,20 to 99 employees,Germany
Respondente_8685,Yes,Yes,89040.0,nan,C++,Windows,"5,000 to 9,999 employees",Belgium
Respondente_8686,No,No,1120000.0,Office / productivity suite ,Java,Linux-based,10 to 19 employees,United States
Respondente_8687,No,No,0.0,nan,PHP,Windows,"10,000 or more employees",India
Respondente_8688,Yes,No,728000.0,Google Hangouts/Chat,JavaScript,MacOS,20 to 99 employees,United States
Respondente_8689,No,Yes,0.0,nan,C,,100 to 499 employees,India
Respondente_8690,No,Yes,0.0,nan,C#,Windows,Fewer than 10 employees,Austria
Respondente_8691,Yes,Yes,432499.19999999995,Facebook,Groovy,Windows,500 to 999 employees,Israel
Respondente_8692,No,Yes,425600.0,Jira,C#,Windows,"5,000 to 9,999 employees",United States
Respondente_8693,No,Yes,391725.6,Jira,C#,Windows,"10,000 or more employees",Singapore
Respondente_8694,Yes,No,1680000.0,Google Hangouts/Chat,JavaScript,MacOS,Fewer than 10 employees,United States
Respondente_8695,Yes,Yes,756000.0,Confluence,Erlang,MacOS,"1,000 to 4,999 employees",United States
Respondente_8696,No,Yes,357817.6,nan,C#,Windows,20 to 99 employees,United Kingdom
Respondente_8697,Yes,No,0.0,nan,Assembly,Linux-based,100 to 499 employees,"Iran, Islamic Republic of..."
Respondente_8698,Yes,Yes,677600.0,Office / productivity suite ,C++,Windows,"5,000 to 9,999 employees",United States
Respondente_8699,Yes,No,342686.39999999997,Google Hangouts/Chat,C,Windows,,France
Respondente_8700,Yes,Yes,445491.19999999995,Office / productivity suite ,C,Windows,"10,000 or more employees",France
Respondente_8701,No,No,40723.2,Other chat system ,Java,Windows,20 to 99 employees,Brazil
Respondente_8702,No,No,219744.0,Office / productivity suite ,JavaScript,MacOS,Fewer than 10 employees,South Korea
Respondente_8703,Yes,No,0.0,nan,Assembly,Windows,,Fiji
Respondente_8704,Yes,Yes,267293.6,Confluence,Go,Windows,100 to 499 employees,France
Respondente_8705,No,Yes,0.0,nan,C,MacOS,,Nicaragua
Respondente_8706,No,Yes,408800.0,Jira,C#,Windows,,United States
Respondente_8707,No,No,180488.0,Other wiki tool ,C#,Windows,100 to 499 employees,Mexico
Respondente_8708,Yes,Yes,0.0,Jira,JavaScript,Linux-based,,United States
Respondente_8709,No,Yes,0.0,nan,C,Windows,"10,000 or more employees",France
Respondente_8710,No,Yes,0.0,nan,nan,,,
Respondente_8711,Yes,Yes,0.0,Jira,C#,Linux-based,"10,000 or more employees",Austria
Respondente_8712,Yes,Yes,21840.0,nan,Java,MacOS,100 to 499 employees,Sri Lanka
Respondente_8713,No,No,261811.19999999998,Facebook,Assembly,Windows,10 to 19 employees,Hong Kong (S.A.R.)
Respondente_8714,No,Yes,246758.4,Slack,PHP,MacOS,Fewer than 10 employees,Luxembourg
Respondente_8715,No,No,5600000.0,HipChat,Assembly,,Fewer than 10 employees,Andorra
Respondente_8716,No,No,0.0,Office / productivity suite ,C#,Windows,,Germany
Respondente_8717,Yes,Yes,41865.6,Trello,C++,Linux-based,Fewer than 10 employees,Peru
Respondente_8718,Yes,Yes,933435.9999999999,Google Hangouts/Chat,C#,MacOS,,United Kingdom
Respondente_8719,No,Yes,335395.19999999995,Slack,Ruby,MacOS,500 to 999 employees,Brazil
Respondente_8720,No,No,127478.4,Trello,JavaScript,Windows,"10,000 or more employees",France
Respondente_8721,Yes,Yes,0.0,nan,Assembly,Linux-based,"1,000 to 4,999 employees",Russian Federation
Respondente_8722,No,No,0.0,nan,nan,,,India
Respondente_8723,No,Yes,28895.999999999996,nan,C,Windows,20 to 99 employees,India
Respondente_8724,No,Yes,5600000.0,Jira,JavaScript,Windows,Fewer than 10 employees,Brazil
Respondente_8725,No,Yes,169008.0,Other chat system ,C#,Windows,20 to 99 employees,Latvia
Respondente_8726,No,No,0.0,nan,nan,,"1,000 to 4,999 employees",United States
Respondente_8727,No,No,201532.8,nan,C#,Windows,20 to 99 employees,France
Respondente_8728,Yes,Yes,850914.3999999999,Slack,Java,Linux-based,"5,000 to 9,999 employees",Australia
Respondente_8729,Yes,No,0.0,Slack,Java,Linux-based,20 to 99 employees,India
Respondente_8730,Yes,Yes,0.0,Confluence,C,Linux-based,10 to 19 employees,Peru
Respondente_8731,No,No,628320.0,Jira,Java,MacOS,"10,000 or more employees",United States
Respondente_8732,No,Yes,93727.2,Confluence,Java,Windows,"10,000 or more employees",Dominican Republic
Respondente_8733,No,Yes,114240.0,Other wiki tool ,Java,Windows,500 to 999 employees,Belarus
Respondente_8734,Yes,Yes,140016.8,Facebook,JavaScript,MacOS,"10,000 or more employees",United Kingdom
Respondente_8735,No,Yes,0.0,nan,nan,,"1,000 to 4,999 employees",Denmark
Respondente_8736,Yes,No,268800.0,nan,C#,Windows,20 to 99 employees,Argentina
Respondente_8737,Yes,Yes,253640.8,Confluence,C,Windows,100 to 499 employees,Canada
Respondente_8738,No,Yes,326704.0,nan,C,Windows,"1,000 to 4,999 employees",United Kingdom
Respondente_8739,No,Yes,237820.8,Confluence,JavaScript,MacOS,"1,000 to 4,999 employees",United Arab Emirates
Respondente_8740,No,No,0.0,nan,nan,,"1,000 to 4,999 employees",United Kingdom
Respondente_8741,Yes,Yes,503999.99999999994,Confluence,C++,MacOS,500 to 999 employees,United States
Respondente_8742,Yes,Yes,275520.0,Jira,C,Windows,"1,000 to 4,999 employees",Czech Republic
